#Energy	pz
-21.70893	5.9E-4
-21.69793	7.4E-4
-21.68693	8.5E-4
-21.67593	8.9E-4
-21.66493	8.5E-4
-21.65493	7.4E-4
-21.64393	5.8E-4
-21.63293	4.2E-4
-21.62193	2.8E-4
-21.61093	1.7E-4
-21.60093	9E-5
-21.58993	5E-5
-21.57893	2E-5
-21.56793	1E-5
-21.55793	0
-21.54693	0
-21.53593	0
-21.52493	0
-21.51393	0
-21.50393	0
-21.49293	0
-21.48193	0
-21.47093	0
-21.45993	0
-21.44993	0
-21.43893	0
-21.42793	0
-21.41693	0
-21.40593	1E-5
-21.39593	2E-5
-21.38493	6E-5
-21.37393	1.2E-4
-21.36293	2.4E-4
-21.35293	4.2E-4
-21.34193	6.8E-4
-21.33093	0.00101
-21.31993	0.00135
-21.30893	0.00166
-21.29893	0.00185
-21.28793	0.00189
-21.27693	0.00176
-21.26593	0.00149
-21.25493	0.00115
-21.24493	8.1E-4
-21.23393	5.2E-4
-21.22293	3.1E-4
-21.21193	1.6E-4
-21.20093	8E-5
-21.19093	4E-5
-21.17993	1E-5
-21.16893	1E-5
-21.15793	0
-21.14793	0
-21.13693	0
-21.12593	0
-21.11493	0
-21.10393	0
-21.09393	0
-21.08293	0
-21.07193	0
-21.06093	0
-21.04993	0
-21.03993	0
-21.02893	0
-21.01793	0
-21.00693	0
-20.99593	0
-20.98593	0
-20.97493	0
-20.96393	0
-20.95293	0
-20.94293	0
-20.93193	0
-20.92093	0
-20.90993	0
-20.89893	0
-20.88893	0
-20.87793	0
-20.86693	0
-20.85593	0
-20.84493	0
-20.83493	0
-20.82393	0
-20.81293	0
-20.80193	0
-20.79093	0
-20.78093	0
-20.76993	0
-20.75893	0
-20.74793	0
-20.73793	0
-20.72693	0
-20.71593	0
-20.70493	0
-20.69393	0
-20.68393	0
-20.67293	0
-20.66193	0
-20.65093	0
-20.63993	0
-20.62993	0
-20.61893	0
-20.60793	1E-5
-20.59693	3E-5
-20.58593	6E-5
-20.57593	1.2E-4
-20.56493	2.2E-4
-20.55393	3.8E-4
-20.54293	5.8E-4
-20.53293	8.2E-4
-20.52193	0.00106
-20.51093	0.00124
-20.49993	0.00133
-20.48893	0.0013
-20.47893	0.00115
-20.46793	9.3E-4
-20.45693	6.9E-4
-20.44593	4.6E-4
-20.43493	2.9E-4
-20.42493	1.6E-4
-20.41393	8E-5
-20.40293	4E-5
-20.39193	2E-5
-20.38093	1E-5
-20.37093	0
-20.35993	0
-20.34893	0
-20.33793	0
-20.32793	0
-20.31693	0
-20.30593	0
-20.29493	0
-20.28393	0
-20.27393	0
-20.26293	0
-20.25193	0
-20.24093	0
-20.22993	0
-20.21993	1E-5
-20.20893	2E-5
-20.19793	3E-5
-20.18693	4E-5
-20.17593	6E-5
-20.16593	8E-5
-20.15493	9E-5
-20.14393	9E-5
-20.13293	9E-5
-20.12293	8E-5
-20.11193	6E-5
-20.10093	4E-5
-20.08993	3E-5
-20.07893	2E-5
-20.06893	1E-5
-20.05793	0
-20.04693	0
-20.03593	0
-20.02493	0
-20.01493	0
-20.00393	0
-19.99293	0
-19.98193	0
-19.97093	0
-19.96093	0
-19.94993	0
-19.93893	0
-19.92793	0
-19.91793	0
-19.90693	0
-19.89593	0
-19.88493	0
-19.87393	0
-19.86393	0
-19.85293	0
-19.84193	0
-19.83093	0
-19.81993	0
-19.80993	0
-19.79893	0
-19.78793	0
-19.77693	0
-19.76593	0
-19.75593	0
-19.74493	0
-19.73393	0
-19.72293	0
-19.71293	0
-19.70193	0
-19.69093	0
-19.67993	0
-19.66893	0
-19.65893	0
-19.64793	0
-19.63693	0
-19.62593	0
-19.61493	0
-19.60493	0
-19.59393	0
-19.58293	0
-19.57193	0
-19.56093	0
-19.55093	0
-19.53993	0
-19.52893	0
-19.51793	0
-19.50793	0
-19.49693	0
-19.48593	0
-19.47493	0
-19.46393	0
-19.45393	0
-19.44293	0
-19.43193	0
-19.42093	0
-19.40993	0
-19.39993	0
-19.38893	0
-19.37793	0
-19.36693	0
-19.35593	0
-19.34593	0
-19.33493	0
-19.32393	0
-19.31293	0
-19.30293	0
-19.29193	0
-19.28093	0
-19.26993	0
-19.25893	0
-19.24893	0
-19.23793	0
-19.22693	0
-19.21593	0
-19.20493	0
-19.19493	0
-19.18393	0
-19.17293	0
-19.16193	0
-19.15093	0
-19.14093	1E-5
-19.12993	2E-5
-19.11893	4E-5
-19.10793	7E-5
-19.09793	1.4E-4
-19.08693	2.5E-4
-19.07593	4E-4
-19.06493	5.9E-4
-19.05393	7.8E-4
-19.04393	9.5E-4
-19.03293	0.00105
-19.02193	0.00106
-19.01093	9.8E-4
-18.99993	8.2E-4
-18.98993	6.3E-4
-18.97893	4.4E-4
-18.96793	2.8E-4
-18.95693	1.6E-4
-18.94593	9E-5
-18.93593	4E-5
-18.92493	2E-5
-18.91393	1E-5
-18.90293	1E-5
-18.89293	1E-5
-18.88193	1E-5
-18.87093	1E-5
-18.85993	1E-5
-18.84893	1E-5
-18.83893	1E-5
-18.82793	1E-5
-18.81693	1E-5
-18.80593	1E-5
-18.79493	1E-5
-18.78493	2E-5
-18.77393	3E-5
-18.76293	4E-5
-18.75193	4E-5
-18.74093	4E-5
-18.73093	4E-5
-18.71993	4E-5
-18.70893	3E-5
-18.69793	3E-5
-18.68793	3E-5
-18.67693	3E-5
-18.66593	4E-5
-18.65493	5E-5
-18.64393	5E-5
-18.63393	6E-5
-18.62293	6E-5
-18.61193	5E-5
-18.60093	4E-5
-18.58993	3E-5
-18.57993	2E-5
-18.56893	1E-5
-18.55793	1E-5
-18.54693	0
-18.53693	0
-18.52593	0
-18.51493	0
-18.50393	0
-18.49293	0
-18.48293	1E-5
-18.47193	1E-5
-18.46093	1E-5
-18.44993	2E-5
-18.43893	2E-5
-18.42893	2E-5
-18.41793	3E-5
-18.40693	3E-5
-18.39593	4E-5
-18.38493	4E-5
-18.37493	6E-5
-18.36393	7E-5
-18.35293	9E-5
-18.34193	1.1E-4
-18.33193	1.4E-4
-18.32093	1.8E-4
-18.30993	2.3E-4
-18.29893	2.9E-4
-18.28793	3.4E-4
-18.27793	3.7E-4
-18.26693	3.7E-4
-18.25593	3.4E-4
-18.24493	2.9E-4
-18.23393	2.3E-4
-18.22393	1.6E-4
-18.21293	1.1E-4
-18.20193	7E-5
-18.19093	4E-5
-18.17993	2E-5
-18.16993	2E-5
-18.15893	1E-5
-18.14793	1E-5
-18.13693	1E-5
-18.12693	1E-5
-18.11593	1E-5
-18.10493	1E-5
-18.09393	1E-5
-18.08293	1E-5
-18.07293	2E-5
-18.06193	2E-5
-18.05093	3E-5
-18.03993	4E-5
-18.02893	6E-5
-18.01893	8E-5
-18.00793	1E-4
-17.99693	1.4E-4
-17.98593	1.9E-4
-17.97493	2.5E-4
-17.96493	3.3E-4
-17.95393	4.3E-4
-17.94293	5.2E-4
-17.93193	6E-4
-17.92193	6.4E-4
-17.91093	6.5E-4
-17.89993	6.2E-4
-17.88893	5.6E-4
-17.87793	4.8E-4
-17.86793	4E-4
-17.85693	3.2E-4
-17.84593	2.6E-4
-17.83493	2E-4
-17.82393	1.6E-4
-17.81393	1.3E-4
-17.80293	1.1E-4
-17.79193	1E-4
-17.78093	1E-4
-17.76993	1E-4
-17.75993	1.2E-4
-17.74893	1.5E-4
-17.73793	1.9E-4
-17.72693	2.3E-4
-17.71693	2.6E-4
-17.70593	2.9E-4
-17.69493	3.1E-4
-17.68393	3.1E-4
-17.67293	3E-4
-17.66293	2.9E-4
-17.65193	2.6E-4
-17.64093	2.4E-4
-17.62993	2.2E-4
-17.61893	2.1E-4
-17.60893	2.1E-4
-17.59793	2.2E-4
-17.58693	2.3E-4
-17.57593	2.4E-4
-17.56493	2.6E-4
-17.55493	2.7E-4
-17.54393	2.7E-4
-17.53293	2.6E-4
-17.52193	2.4E-4
-17.51193	2.1E-4
-17.50093	1.7E-4
-17.48993	1.3E-4
-17.47893	1E-4
-17.46793	8E-5
-17.45793	7E-5
-17.44693	6E-5
-17.43593	6E-5
-17.42493	6E-5
-17.41393	6E-5
-17.40393	7E-5
-17.39293	7E-5
-17.38193	6E-5
-17.37093	6E-5
-17.35993	5E-5
-17.34993	5E-5
-17.33893	4E-5
-17.32793	3E-5
-17.31693	2E-5
-17.30693	2E-5
-17.29593	1E-5
-17.28493	1E-5
-17.27393	1E-5
-17.26293	0
-17.25293	0
-17.24193	0
-17.23093	0
-17.21993	0
-17.20893	0
-17.19893	0
-17.18793	0
-17.17693	0
-17.16593	0
-17.15493	0
-17.14493	0
-17.13393	0
-17.12293	0
-17.11193	0
-17.10193	0
-17.09093	0
-17.07993	0
-17.06893	0
-17.05793	0
-17.04793	0
-17.03693	0
-17.02593	0
-17.01493	0
-17.00393	0
-16.99393	0
-16.98293	0
-16.97193	0
-16.96093	0
-16.94993	0
-16.93993	0
-16.92893	0
-16.91793	0
-16.90693	0
-16.89693	0
-16.88593	0
-16.87493	0
-16.86393	0
-16.85293	0
-16.84293	0
-16.83193	0
-16.82093	0
-16.80993	0
-16.79893	0
-16.78893	0
-16.77793	0
-16.76693	0
-16.75593	0
-16.74493	0
-16.73493	0
-16.72393	0
-16.71293	0
-16.70193	0
-16.69193	0
-16.68093	0
-16.66993	0
-16.65893	0
-16.64793	0
-16.63793	0
-16.62693	0
-16.61593	0
-16.60493	0
-16.59393	0
-16.58393	0
-16.57293	0
-16.56193	0
-16.55093	0
-16.53993	0
-16.52993	0
-16.51893	0
-16.50793	0
-16.49693	0
-16.48693	0
-16.47593	0
-16.46493	0
-16.45393	0
-16.44293	0
-16.43293	0
-16.42193	0
-16.41093	0
-16.39993	0
-16.38893	0
-16.37893	0
-16.36793	0
-16.35693	0
-16.34593	0
-16.33493	0
-16.32493	0
-16.31393	0
-16.30293	0
-16.29193	0
-16.28193	0
-16.27093	0
-16.25993	0
-16.24893	0
-16.23793	0
-16.22793	0
-16.21693	0
-16.20593	0
-16.19493	0
-16.18393	0
-16.17393	0
-16.16293	0
-16.15193	0
-16.14093	0
-16.12993	0
-16.11993	0
-16.10893	0
-16.09793	0
-16.08693	0
-16.07693	0
-16.06593	0
-16.05493	0
-16.04393	0
-16.03293	0
-16.02293	0
-16.01193	0
-16.00093	0
-15.98993	0
-15.97893	0
-15.96893	0
-15.95793	0
-15.94693	0
-15.93593	0
-15.92493	0
-15.91493	0
-15.90393	0
-15.89293	0
-15.88193	0
-15.87193	0
-15.86093	0
-15.84993	0
-15.83893	0
-15.82793	0
-15.81793	0
-15.80693	0
-15.79593	0
-15.78493	1E-5
-15.77393	1E-5
-15.76393	1E-5
-15.75293	0
-15.74193	0
-15.73093	0
-15.71993	0
-15.70993	0
-15.69893	0
-15.68793	0
-15.67693	0
-15.66693	0
-15.65593	0
-15.64493	0
-15.63393	0
-15.62293	1E-5
-15.61293	2E-5
-15.60193	4E-5
-15.59093	7E-5
-15.57993	1E-4
-15.56893	1.5E-4
-15.55893	1.9E-4
-15.54793	2.2E-4
-15.53693	2.4E-4
-15.52593	2.4E-4
-15.51493	2.2E-4
-15.50493	1.9E-4
-15.49393	1.5E-4
-15.48293	1.1E-4
-15.47193	8E-5
-15.46193	7E-5
-15.45093	7E-5
-15.43993	8E-5
-15.42893	1.1E-4
-15.41793	1.5E-4
-15.40793	1.8E-4
-15.39693	2.1E-4
-15.38593	2.2E-4
-15.37493	2.2E-4
-15.36393	2E-4
-15.35393	1.7E-4
-15.34293	1.4E-4
-15.33193	1.2E-4
-15.32093	1E-4
-15.30993	8E-5
-15.29993	7E-5
-15.28893	5E-5
-15.27793	4E-5
-15.26693	3E-5
-15.25693	2E-5
-15.24593	1E-5
-15.23493	1E-5
-15.22393	0
-15.21293	0
-15.20293	0
-15.19193	0
-15.18093	0
-15.16993	0
-15.15893	0
-15.14893	0
-15.13793	0
-15.12693	0
-15.11593	0
-15.10593	0
-15.09493	0
-15.08393	0
-15.07293	0
-15.06193	0
-15.05193	0
-15.04093	0
-15.02993	0
-15.01893	0
-15.00793	0
-14.99793	0
-14.98693	0
-14.97593	0
-14.96493	0
-14.95393	0
-14.94393	0
-14.93293	0
-14.92193	0
-14.91093	0
-14.90093	0
-14.88993	0
-14.87893	0
-14.86793	0
-14.85693	0
-14.84693	0
-14.83593	0
-14.82493	0
-14.81393	0
-14.80293	0
-14.79293	0
-14.78193	0
-14.77093	0
-14.75993	0
-14.74893	0
-14.73893	0
-14.72793	0
-14.71693	0
-14.70593	0
-14.69593	0
-14.68493	0
-14.67393	0
-14.66293	0
-14.65193	0
-14.64193	0
-14.63093	0
-14.61993	0
-14.60893	0
-14.59793	0
-14.58793	0
-14.57693	0
-14.56593	0
-14.55493	0
-14.54393	0
-14.53393	0
-14.52293	0
-14.51193	0
-14.50093	0
-14.49093	0
-14.47993	0
-14.46893	0
-14.45793	0
-14.44693	0
-14.43693	0
-14.42593	0
-14.41493	0
-14.40393	0
-14.39293	1E-5
-14.38293	1E-5
-14.37193	1E-5
-14.36093	2E-5
-14.34993	2E-5
-14.33893	2E-5
-14.32893	2E-5
-14.31793	2E-5
-14.30693	1E-5
-14.29593	1E-5
-14.28593	1E-5
-14.27493	0
-14.26393	0
-14.25293	0
-14.24193	0
-14.23193	0
-14.22093	0
-14.20993	0
-14.19893	0
-14.18793	0
-14.17793	0
-14.16693	0
-14.15593	0
-14.14493	0
-14.13393	0
-14.12393	0
-14.11293	0
-14.10193	0
-14.09093	0
-14.08093	0
-14.06993	0
-14.05893	0
-14.04793	0
-14.03693	0
-14.02693	0
-14.01593	0
-14.00493	0
-13.99393	0
-13.98293	0
-13.97293	0
-13.96193	0
-13.95093	0
-13.93993	0
-13.92893	0
-13.91893	0
-13.90793	0
-13.89693	0
-13.88593	0
-13.87593	0
-13.86493	0
-13.85393	0
-13.84293	0
-13.83193	0
-13.82193	0
-13.81093	0
-13.79993	0
-13.78893	0
-13.77793	0
-13.76793	0
-13.75693	0
-13.74593	1E-5
-13.73493	1E-5
-13.72393	2E-5
-13.71393	3E-5
-13.70293	5E-5
-13.69193	7E-5
-13.68093	9E-5
-13.67093	1E-4
-13.65993	1E-4
-13.64893	9E-5
-13.63793	8E-5
-13.62693	6E-5
-13.61693	4E-5
-13.60593	3E-5
-13.59493	2E-5
-13.58393	1E-5
-13.57293	0
-13.56293	0
-13.55193	0
-13.54093	0
-13.52993	0
-13.51893	0
-13.50893	0
-13.49793	0
-13.48693	0
-13.47593	0
-13.46593	0
-13.45493	0
-13.44393	0
-13.43293	0
-13.42193	0
-13.41193	0
-13.40093	0
-13.38993	0
-13.37893	0
-13.36793	0
-13.35793	0
-13.34693	0
-13.33593	0
-13.32493	0
-13.31393	0
-13.30393	0
-13.29293	0
-13.28193	0
-13.27093	0
-13.26093	0
-13.24993	0
-13.23893	0
-13.22793	0
-13.21693	0
-13.20693	0
-13.19593	0
-13.18493	0
-13.17393	0
-13.16293	0
-13.15293	0
-13.14193	0
-13.13093	0
-13.11993	0
-13.10893	0
-13.09893	0
-13.08793	0
-13.07693	0
-13.06593	0
-13.05593	0
-13.04493	0
-13.03393	0
-13.02293	0
-13.01193	0
-13.00193	0
-12.99093	0
-12.97993	0
-12.96893	0
-12.95793	0
-12.94793	0
-12.93693	0
-12.92593	0
-12.91493	0
-12.90393	0
-12.89393	0
-12.88293	0
-12.87193	0
-12.86093	0
-12.85093	0
-12.83993	0
-12.82893	0
-12.81793	0
-12.80693	0
-12.79693	0
-12.78593	0
-12.77493	0
-12.76393	0
-12.75293	0
-12.74293	0
-12.73193	0
-12.72093	0
-12.70993	0
-12.69893	0
-12.68893	0
-12.67793	0
-12.66693	0
-12.65593	0
-12.64593	0
-12.63493	0
-12.62393	0
-12.61293	0
-12.60193	0
-12.59193	0
-12.58093	0
-12.56993	0
-12.55893	0
-12.54793	0
-12.53793	0
-12.52693	0
-12.51593	0
-12.50493	0
-12.49393	1E-5
-12.48393	2E-5
-12.47293	3E-5
-12.46193	4E-5
-12.45093	6E-5
-12.44093	8E-5
-12.42993	1.1E-4
-12.41893	1.6E-4
-12.40793	2.3E-4
-12.39693	3.4E-4
-12.38693	4.9E-4
-12.37593	6.7E-4
-12.36493	8.6E-4
-12.35393	0.00102
-12.34293	0.00111
-12.33293	0.0011
-12.32193	0.001
-12.31093	8.3E-4
-12.29993	6.3E-4
-12.28893	4.5E-4
-12.27893	3.2E-4
-12.26793	2.6E-4
-12.25693	2.9E-4
-12.24593	3.9E-4
-12.23593	5.5E-4
-12.22493	7.6E-4
-12.21393	9.7E-4
-12.20293	0.00113
-12.19193	0.0012
-12.18193	0.00117
-12.17093	0.00104
-12.15993	8.4E-4
-12.14893	6.2E-4
-12.13793	4.1E-4
-12.12793	2.5E-4
-12.11693	1.4E-4
-12.10593	7E-5
-12.09493	3E-5
-12.08393	2E-5
-12.07393	1E-5
-12.06293	1E-5
-12.05193	2E-5
-12.04093	4E-5
-12.03093	8E-5
-12.01993	1.2E-4
-12.00893	1.8E-4
-11.99793	2.4E-4
-11.98693	3E-4
-11.97693	3.4E-4
-11.96593	3.6E-4
-11.95493	3.7E-4
-11.94393	3.8E-4
-11.93293	4E-4
-11.92293	4.4E-4
-11.91193	4.9E-4
-11.90093	5.5E-4
-11.88993	5.8E-4
-11.87893	5.7E-4
-11.86893	5.3E-4
-11.85793	4.4E-4
-11.84693	3.4E-4
-11.83593	2.4E-4
-11.82593	1.5E-4
-11.81493	9E-5
-11.80393	5E-5
-11.79293	2E-5
-11.78193	1E-5
-11.77193	0
-11.76093	0
-11.74993	0
-11.73893	0
-11.72793	0
-11.71793	0
-11.70693	0
-11.69593	0
-11.68493	0
-11.67493	0
-11.66393	0
-11.65293	0
-11.64193	0
-11.63093	0
-11.62093	0
-11.60993	0
-11.59893	0
-11.58793	0
-11.57693	0
-11.56693	0
-11.55593	0
-11.54493	0
-11.53393	0
-11.52293	0
-11.51293	0
-11.50193	0
-11.49093	0
-11.47993	0
-11.46993	0
-11.45893	0
-11.44793	0
-11.43693	0
-11.42593	0
-11.41593	0
-11.40493	0
-11.39393	0
-11.38293	0
-11.37193	1E-5
-11.36193	2E-5
-11.35093	5E-5
-11.33993	9E-5
-11.32893	1.7E-4
-11.31793	2.6E-4
-11.30793	3.8E-4
-11.29693	5E-4
-11.28593	6.1E-4
-11.27493	6.7E-4
-11.26493	6.7E-4
-11.25393	6.1E-4
-11.24293	5.1E-4
-11.23193	3.9E-4
-11.22093	2.7E-4
-11.21093	1.7E-4
-11.19993	1E-4
-11.18893	5E-5
-11.17793	2E-5
-11.16693	1E-5
-11.15693	1E-5
-11.14593	1E-5
-11.13493	2E-5
-11.12393	3E-5
-11.11293	7E-5
-11.10293	1.3E-4
-11.09193	2.1E-4
-11.08093	3.2E-4
-11.06993	4.4E-4
-11.05993	5.6E-4
-11.04893	6.5E-4
-11.03793	6.9E-4
-11.02693	6.8E-4
-11.01593	6.1E-4
-11.00593	5.1E-4
-10.99493	3.9E-4
-10.98393	2.8E-4
-10.97293	1.9E-4
-10.96193	1.2E-4
-10.95193	7E-5
-10.94093	4E-5
-10.92993	2E-5
-10.91893	1E-5
-10.90793	0
-10.89793	0
-10.88693	0
-10.87593	0
-10.86493	0
-10.85493	0
-10.84393	0
-10.83293	0
-10.82193	0
-10.81093	0
-10.80093	0
-10.78993	0
-10.77893	0
-10.76793	0
-10.75693	0
-10.74693	0
-10.73593	0
-10.72493	0
-10.71393	0
-10.70293	0
-10.69293	0
-10.68193	0
-10.67093	0
-10.65993	0
-10.64993	0
-10.63893	0
-10.62793	0
-10.61693	0
-10.60593	0
-10.59593	0
-10.58493	0
-10.57393	0
-10.56293	0
-10.55193	0
-10.54193	0
-10.53093	0
-10.51993	0
-10.50893	0
-10.49793	0
-10.48793	0
-10.47693	0
-10.46593	0
-10.45493	0
-10.44493	0
-10.43393	0
-10.42293	0
-10.41193	0
-10.40093	0
-10.39093	1E-5
-10.37993	3E-5
-10.36893	7E-5
-10.35793	1.4E-4
-10.34693	2.7E-4
-10.33693	4.7E-4
-10.32593	7.4E-4
-10.31493	0.00105
-10.30393	0.00137
-10.29293	0.00163
-10.28293	0.00177
-10.27193	0.00175
-10.26093	0.00158
-10.24993	0.0013
-10.23993	9.7E-4
-10.22893	6.6E-4
-10.21793	4.1E-4
-10.20693	2.3E-4
-10.19593	1.2E-4
-10.18593	6E-5
-10.17493	3E-5
-10.16393	2E-5
-10.15293	4E-5
-10.14193	7E-5
-10.13193	1.4E-4
-10.12093	2.5E-4
-10.10993	4E-4
-10.09893	5.9E-4
-10.08793	7.9E-4
-10.07793	9.7E-4
-10.06693	0.00109
-10.05593	0.00111
-10.04493	0.00104
-10.03493	8.8E-4
-10.02393	6.8E-4
-10.01293	4.8E-4
-10.00193	3.1E-4
-9.99093	1.8E-4
-9.98093	1E-4
-9.96993	5E-5
-9.95893	2E-5
-9.94793	1E-5
-9.93693	0
-9.92693	0
-9.91593	0
-9.90493	0
-9.89393	0
-9.88293	0
-9.87293	0
-9.86193	0
-9.85093	0
-9.83993	0
-9.82993	0
-9.81893	0
-9.80793	0
-9.79693	0
-9.78593	0
-9.77593	0
-9.76493	0
-9.75393	1E-5
-9.74293	2E-5
-9.73193	5E-5
-9.72193	1.1E-4
-9.71093	2.3E-4
-9.69993	4.4E-4
-9.68893	7.8E-4
-9.67793	0.00126
-9.66793	0.00189
-9.65693	0.0026
-9.64593	0.00331
-9.63493	0.00388
-9.62493	0.00419
-9.61393	0.00419
-9.60293	0.00387
-9.59193	0.0033
-9.58093	0.0026
-9.57093	0.00189
-9.55993	0.00126
-9.54893	7.8E-4
-9.53793	4.4E-4
-9.52693	2.3E-4
-9.51693	1.1E-4
-9.50593	5E-5
-9.49493	2E-5
-9.48393	1E-5
-9.47293	0
-9.46293	0
-9.45193	0
-9.44093	0
-9.42993	0
-9.41993	0
-9.40893	0
-9.39793	0
-9.38693	0
-9.37593	0
-9.36593	0
-9.35493	0
-9.34393	0
-9.33293	0
-9.32193	0
-9.31193	0
-9.30093	0
-9.28993	0
-9.27893	0
-9.26793	0
-9.25793	0
-9.24693	0
-9.23593	0
-9.22493	0
-9.21493	0
-9.20393	0
-9.19293	0
-9.18193	0
-9.17093	0
-9.16093	0
-9.14993	0
-9.13893	0
-9.12793	0
-9.11693	0
-9.10693	0
-9.09593	0
-9.08493	0
-9.07393	0
-9.06293	0
-9.05293	0
-9.04193	0
-9.03093	0
-9.01993	0
-9.00993	0
-8.99893	0
-8.98793	0
-8.97693	0
-8.96593	1E-5
-8.95593	1E-5
-8.94493	3E-5
-8.93393	7E-5
-8.92293	1.5E-4
-8.91193	2.7E-4
-8.90193	4.5E-4
-8.89093	6.9E-4
-8.87993	9.7E-4
-8.86893	0.00124
-8.85793	0.00143
-8.84793	0.00152
-8.83693	0.00147
-8.82593	0.00129
-8.81493	0.00104
-8.80493	7.7E-4
-8.79393	5.2E-4
-8.78293	3.5E-4
-8.77193	2.6E-4
-8.76093	2.7E-4
-8.75093	3.7E-4
-8.73993	5.5E-4
-8.72893	7.9E-4
-8.71793	0.00107
-8.70693	0.00132
-8.69693	0.00149
-8.68593	0.00153
-8.67493	0.00143
-8.66393	0.00122
-8.65293	9.5E-4
-8.64293	6.8E-4
-8.63193	4.4E-4
-8.62093	2.6E-4
-8.60993	1.4E-4
-8.59993	7E-5
-8.58893	3E-5
-8.57793	1E-5
-8.56693	0
-8.55593	0
-8.54593	0
-8.53493	0
-8.52393	0
-8.51293	0
-8.50193	1E-5
-8.49193	3E-5
-8.48093	1E-4
-8.46993	2.8E-4
-8.45893	7.1E-4
-8.44793	0.00164
-8.43793	0.00345
-8.42693	0.00659
-8.41593	0.01151
-8.40493	0.01831
-8.39493	0.02657
-8.38393	0.03518
-8.37293	0.04247
-8.36193	0.04676
-8.35093	0.04696
-8.34093	0.04302
-8.32993	0.03594
-8.31893	0.02739
-8.30793	0.01905
-8.29693	0.01208
-8.28693	0.00699
-8.27593	0.00369
-8.26493	0.00178
-8.25393	8.1E-4
-8.24393	4.3E-4
-8.23293	5.5E-4
-8.22193	0.0015
-8.21093	0.00451
-8.19993	0.01258
-8.18993	0.0321
-8.17893	0.07467
-8.16793	0.15838
-8.15693	0.30627
-8.14593	0.54001
-8.13593	0.86819
-8.12493	1.2727
-8.11393	1.701
-8.10293	2.0738
-8.09193	2.3058
-8.08193	2.3393
-8.07093	2.1656
-8.05993	1.8308
-8.04893	1.4147
-8.03893	1.0005
-8.02793	0.64903
-8.01693	0.38738
-8.00593	0.21373
-7.99493	0.10969
-7.98493	0.05279
-7.97393	0.02405
-7.96293	0.01045
-7.95193	0.00436
-7.94093	0.00175
-7.93093	6.9E-4
-7.91993	3E-4
-7.90893	2.2E-4
-7.89793	3.6E-4
-7.88693	8.2E-4
-7.87693	0.00198
-7.86593	0.00491
-7.85493	0.0123
-7.84393	0.03036
-7.83393	0.07182
-7.82293	0.15956
-7.81193	0.32869
-7.80093	0.6227
-7.78993	1.0805
-7.77993	1.7137
-7.76893	2.4814
-7.75793	3.2778
-7.74693	3.9491
-7.73593	4.3391
-7.72593	4.3475
-7.71493	3.9719
-7.70393	3.3087
-7.69293	2.513
-7.68193	1.7402
-7.67193	1.0991
-7.66093	0.63277
-7.64993	0.33219
-7.63893	0.15901
-7.62893	0.0694
-7.61793	0.02761
-7.60693	0.01002
-7.59593	0.00331
-7.58493	0.001
-7.57493	2.8E-4
-7.56393	7E-5
-7.55293	2E-5
-7.54193	2E-5
-7.53093	3E-5
-7.52093	6E-5
-7.50993	9E-5
-7.49893	1.4E-4
